卫生间	装修_毛	容积率_	绿化率_	物业费_	面积	地铁	学校	X	Y	建造年	房价
3	2	0.82	0.45	2.38	213.6	283.2385674	251.953246	441685.1674	4401226.963	25	960
2	2	2.1	0.3	2.6	47	1300.130024	180.7386054	440388.3826	4401245.017	33	300
3	1	0.82	0.45	2.38	192.3	273.2047313	261.7506004	441702.4294	4401214.42	28	1150
1	2	3.3	0.36	1.61	126	864.0350206	386.0500749	442373.4921	4402435.582	30	640
3	2	1.08	0.33	2.4	209	769.1444182	520.7410491	441033.1285	4401398.641	33	1300
2	1	2.5	0.35	0.8	135	1075.157748	772.5164888	442342.1026	4402832.836	23	620
1	2	2.5	0.35	2.68	90.6	899.1496091	845.0576667	441993.9854	4402865.258	33	626
1	2	2.5	0.3	2.8	91.7	271.059603	590.6488395	441724.3179	4401825.022	23	480
2	2	1.8	0.3	3.2	119.3	1014.55311	284.0508545	440618.0031	4401782.861	33	715
3	1	2.1	0.36	0.62	311.5	1152.248531	461.479858	444454.402	4398961.227	33	1120
1	2	1.8	0.3	0.8	78.3	594.7736755	603.4868187	442086.9686	4401354.051	17	320
1	2	2.5	0.3	0.75	88.2	974.4287395	674.4829674	438718.6885	4404939.391	21	265
3	2	1.08	0.33	2.4	236.4	687.3736935	438.922966	441158.5701	4401420.984	27	1352
2	1	2	0.25	1.64	392.4	778.1266564	323.6106685	465342.6493	4418194.667	31	2688
1	2	3.11	0.3	1.98	70.5	555.383566	459.7104771	465684.7732	4418281.246	20	630
3	2	2.85	0.3	17.6	289.2	463.5952067	650.9253312	453314.8325	4420155.11	31	3500
2	2	6.89	0.35	5.58	185.5	372.0647671	211.3276217	453348.3505	4419603.724	31	1550
2	2	2.5	0.3	4.8	176	796.4840356	507.7879206	452081.7509	4420656.074	27	1240
2	2	2	0.31	3.8	214	315.4318604	222.0646123	452561.0847	4419837.075	24	1980
2	2	3	0.37	7.98	215.9	90.25095017	381.3179532	452028.6017	4419736.072	24	1750
2	2	1.05	0.3	5.6	173.1	449.9473625	766.4273308	452602.3887	4420959.195	31	1560
1	2	2	0.3	0.8	58.6	81.47348766	289.1820823	451868.047	4419733.31	14	468
3	1	4.5	0.33	3.98	232.4	613.7089608	315.2025192	439626.8847	4418919.793	21	1560
4	1	1.2	0.3	1.2	384.1	165.240242	24.36675551	439894.8056	4419563.992	28	1880
3	2	2.58	0.3	9.5	360.3	262.6157018	101.1592951	441531.1269	4418942.46	30	6200
1	1	1.5	0.3	0.5	38.9	1061.418174	361.5525621	440250.4281	4418287.115	11	500
3	2	4.28	0.3	8	398	957.585743	171.7724879	439392.0354	4417668.432	31	3350
6	2	2.5	0.3	6.8	519.3	735.9667302	667.4483451	440731.3493	4418138.123	29	4988
1	2	1	0.1	0.89	64.2	159.4812052	146.7411148	450271.7255	4422416.076	13	806
1	2	2	0.3	1.2	68.9	880.0375278	839.1862128	440755.7772	4417935.311	17	725
1	2	1.87	0.1	0.5	86.8	1086.258571	366.657929	440008.2818	4418287.623	12	760
1	1	3	0.25	1.1	54.4	801.1731491	139.4855773	439553.4615	4418123.168	10	556
1	2	4	0.2	0.1	63	743.3218976	259.8086825	438586.1297	4417657.026	9	720
1	2	1.1	0.3	1.8	87.8	801.742139	170.4655256	439732.1544	4418373.915	9	990
2	2	3	0.15	2	118.9	891.8337323	396.6262807	440440.5558	4418275.48	21	1300
1	1	3.1	0.4	0.9	69.9	1051.536977	427.7285468	439974.7596	4417953.378	6	870
1	2	2.5	0.2	5.85	95.7	835.6122835	714.0684916	440726.423	4417789.832	29	540
1	2	1.9	0.4	0.8	109.8	918.3187965	219.4433212	439612.2632	4418010.865	23	1050
1	2	4.75	0.3	1.46	89.7	803.4499466	621.156694	439311.5406	4415370.572	25	678
2	2	2.1	0.4	1.8	120.9	376.6597494	382.4765155	449529.3267	4409951.792	26	775
1	2	1	0.3	0.9	60	1035.326226	336.1076229	439782.8147	4417920.696	8	640
1	1	2.8	0.3	0.4	74.7	653.0375963	168.9623627	439497.1135	4418306.342	16	638
2	2	1.3	0.33	0.9	97	669.276689	609.4585521	428405.8785	4419969.903	42	660
1	2	3.8	0.31	1.95	71.9	775.4526293	170.6467286	429890.2832	4417739.737	27	410
2	2	1.5	0.3	4.38	170	1102.978033	287.1057389	429213.4915	4417970.834	38	1220
1	2	2.28	0.3	1.95	62.9	1226.197389	774.1429961	428877.6084	4416088.468	35	210
4	2	1.2	0.2	0.3	68	349.4088488	280.0080388	428443.9001	4420653.114	40	783
1	1	3	0.4	0.6	59.3	838.5845351	455.037869	428661.0845	4419851.458	2	280
1	2	2.5	0.35	1.2	93.5	1030.866542	95.70716974	430564.9114	4417561.957	21	410
1	2	1.3	0.3	0.9	62.9	1007.979995	824.7549352	429274.7749	4416080.73	35	210
1	2	1.2	0.3	1.5	114.6	1251.786432	45.56063299	430222.1876	4418267.9	22	512
1	2	4.86	0.3	1.45	112.2	1187.976302	226.0028962	430567.0597	4418850.805	22	485
1	2	1.33	0.4	0.5	105	792.7327526	101.1838776	429478.9164	4417744.471	41	460
2	2	2.8	0.3	5.8	97	1036.431297	51.14227099	430615.7485	4417489.96	42	680
1	2	2.8	0.3	3.98	85.4	1089.738391	267.2362682	429444.9038	4418161.92	35	660
1	2	2.28	0.3	1.95	60.8	1272.875712	870.7577425	428406.5475	4416215.212	35	238
1	2	2.5	0.2	0.9	74.2	780.5885601	245.5751223	430178.3269	4417610.147	5	410
1	1	1.9	0.33	0.8	62.2	4444.513111	355.7007869	424642.8431	4423734.039	26	251
1	1	2	0.1	1.75	42.2	661.3566342	298.3176936	428663.7735	4419674.228	11	220
4	2	1.5	0.1	1.5	68	855.5848158	257.8993479	428196.8252	4419684.577	40	783
1	2	2.5	0.3	1.48	78	828.6417507	461.2938489	429211.1774	4418344.001	37	300
2	2	2.8	0.3	0.9	122	879.0676355	97.42751628	429282.2329	4417754.567	39	880
2	1	1.2	0.3	0.55	122	1006.572104	355.6538109	430381.9658	4418874.609	39	880
1	2	1.2	0.2	0.9	51.9	1405.963616	189.4905522	430406.0684	4418205.708	5	250
1	1	1.92	0.2	0.9	53.2	1043.353567	330.5552734	429839.3468	4418020.118	16	260
1	2	1.2	0.2	1.95	20	290.8952523	654.0355102	447551.8221	4416492.427	22	270
0	2	1.2	0.3	0.9	20	95.23893911	399.2941549	447568.8248	4415744.793	25	350
0	1	2	0.38	1.5	20	435.312902	230.3907405	447006.5938	4415706.411	25	350
1	0	2	0.46	0.9	137	407.179964	161.5183023	447632.4465	4421383.318	31	1500
1	2	1.2	0.3	2.1	53.9	158.1423344	385.4239703	447364.9405	4421460.014	4	930
3	2	1.2	0.4	0.5	110	299.5085556	266.4534123	447516.3196	4421442.964	22	1180
0	1	1.2	0.3	0.9	25	459.1887958	251.239142	446877.5275	4421892.646	11	310
6	2	1.3	0.3	1	2000	468.5088077	164.0887722	447509.1889	4421864.673	17	35000
1	2	2.2	0.3	1.1	102	440.5639091	189.5215703	447444.6558	4421826.062	12	1498
1	1	1.2	0.49	1	58.3	551.6290367	241.4098097	447607.8774	4421834.141	10	865
2	0	1.2	0.3	2.5	50	176.4139625	88.36905019	447824.387	4415956.549	17	800
0	0	1.3	0.16	0.5	90	52.21154185	371.9679835	445358.7013	4419851.135	21	1150
1	2	0.5	0.2	0.9	62	391.5923257	131.5506697	446913.7936	4422015.108	10	900
4	1	1.51	0.33	0.7	555.2	1028.00731	538.4940891	443720.909	4397187.125	28	2099
4	2	1.01	0.3	0.8	352	1603.220612	537.5523336	443311.482	4396374.496	31	3300
1	1	2.5	0.3	1.8	105.6	954.7999072	244.4474919	443714.9704	4398305.643	32	386
1	1	3.43	0.3	0.9	89.6	1318.333774	551.6013502	445776.0173	4398259.621	36	360
2	2	2.8	0.3	0.9	118	1190.760369	427.2148346	445542.0697	4398448.804	40	440
2	2	2.45	0.3	8	116	1285.008256	513.5152077	445645.0463	4398460.903	40	455
3	1	1.39	0.4	0.55	222.7	1729.494815	481.3106902	443439.5947	4396431.855	32	1750
1	2	3.2	0.3	0.5	82.8	402.2768991	61.25102416	444516.6058	4420722.701	7	1100
1	1	0.5	0.3	0.9	50	512.6790533	182.0644938	447635.7559	4420567.89	30	880
1	1	2	0.35	0.55	64.8	280.8990858	124.0192977	444616.2944	4420503.639	18	1080
0	1	2.2	0.3	0.9	20	85.19859278	325.4013302	444764.4043	4419841.963	21	350
0	1	1.55	0.35	0.9	19	635.5023237	175.0328733	444695.7168	4419719.175	21	310
2	2	2.1	0.4	0.9	142	400.3451198	139.2922991	445080.1792	4420127.214	21	2280
2	2	2.2	0.3	4.95	132.3	614.5575272	239.0360375	444645.7133	4420008.08	30	1696
1	2	1	0.3	2	19	85.19859278	325.4013302	445244.3191	4419838.481	30	295
1	2	0.5	0.2	0.5	49.6	359.8207226	127.455018	445010.0385	4420232.737	9	790
1	2	2.81	0.38	3.8	43.1	512.7482789	188.3920225	444824.616	4419924.653	28	765
1	1	3	0.35	1.2	73.2	260.2469446	168.6330626	445147.4074	4420001.012	20	1050
1	2	2	0.3	1	20	447.3083983	59.58934105	445772.5934	4419795.524	22	278
1	2	2.5	0.3	0.9	62.5	474.3988177	170.832005	444636.9249	4420170.071	14	908
1	2	3	0.3	0.64	52.6	224.1332523	275.2996972	445256.5752	4420024.056	19	840
6	0	1.03	0.6	6.19	820	4749.724391	968.3891587	469331.1326	4427871.39	36	6360
0	1	1.33	0.6	0.9	20	609.4009858	77.993563	444744.8466	4419623.822	22	345
1	1	1.2	0.2	0.5	20	702.020118	283.2483846	444623.2924	4419847.093	21	350
0	2	0.5	0.2	0.9	145	276.4429791	321.014799	445123.6041	4419622.352	17	2200
4	2	2	0.3	4	422.5	239.7382506	286.7676905	453773.7078	4417405.649	38	1550
2	2	2.5	0.3	3.28	106	454.7711789	581.0847318	465623.1151	4418817.284	41	650
1	2	3.2	0.3	0.5	72.2	823.3835732	205.9879467	463762.6322	4418465.274	21	325
1	1	3.11	0.3	1.98	68.6	415.0996102	276.5290612	465930.1958	4418263.572	31	380
2	2	3.4	0.33	2.28	117.9	609.3933306	228.8363397	465016.2597	4418225.729	19	508
1	2	1.6	0.3	2.55	63	602.0328919	621.851301	465633.0537	4416382.026	30	420
1	1	3.2	0.3	0.5	58.1	726.8772643	75.94355464	464354.5483	4418119.714	3	285
1	2	1.85	0.3	1.2	86.4	1206.445146	323.2042725	465886.0025	4415374.449	25	358
1	2	2.4	0.33	1.8	60.3	903.7644422	231.8498101	463590.2869	4418010.872	26	390
1	2	1.2	0.3	0.5	63.6	1043.662127	257.5533202	463922.2242	4418010.15	8	270
1	2	1.8	0.3	0.5	56.4	926.536744	523.6085598	466615.3306	4417831.395	27	245
1	2	1.8	0.3	1.9	74.3	204.6620624	682.3311096	464727.5871	4416744.922	33	365
1	2	3	0.3	0.6	66.3	729.3654283	299.8110318	465297.6191	4417476.257	19	335
1	2	2.1	0.4	0.9	141	477.4970492	237.0570844	465102.5884	4419268.516	34	910
2	2	1.5	0.3	2.75	143.1	650.5354191	740.7439472	465301.1227	4416669.037	29	858
1	2	1.6	0.3	2.55	63.7	252.8643683	751.0402382	464965.5549	4416971.241	32	428
1	2	2.5	0.3	2.75	88.5	188.2280504	637.4453401	466151.2999	4416355.334	33	480
4	2	1.06	0.4	2.2	297.9	1810.855831	412.3658718	465212.6207	4415028.193	22	1050
1	2	2.44	0.3	1.52	93.5	369.8438961	117.6543812	464240.975	4418712.239	27	468
1	1	1.6	0.37	2.3	48.3	100.7118564	234.2284516	464729.9969	4418985.561	34	269
1	2	1.6	0.3	0.5	75.4	39.55801561	315.6074637	464561.5099	4418792.946	19	377
1	1	2.2	0.3	0.9	58.2	199.9782886	104.9865559	444329.4952	4415799.017	8	566
2	2	0.5	0.3	0.5	123	74.60356074	208.1398894	445299.8732	4414962.893	25	1060
1	1	2.7	0.3	0.9	100.7	574.2732857	265.1803514	443506.9787	4414558.36	21	950
1	2	2.52	0.35	2.1	58.2	684.1297894	206.2281515	442879.2966	4415181.304	5	530
1	1	2.39	0.4	1.8	77.8	166.5271942	57.4829101	444373.9884	4415144.997	11	780
1	2	5	0.3	2.2	77.7	67.4095551	261.977908	444155.4113	4414997.827	20	750
1	2	1.2	0.3	0.9	49.5	596.7536494	118.7695717	443699.1113	4414367.799	17	505
2	2	2.5	0.3	2.35	88.1	326.3083032	135.9304033	444370.7409	4415662.513	29	775
0	1	0.5	0.2	0.9	21	299.1521123	287.6115697	445611.5726	4416456.63	19	268
1	2	1.5	0.2	0.56	58.7	366.0999764	72.79130891	443672.9052	4415211.707	12	585
2	2	2.4	0.35	2.4	130.2	753.8990447	69.18275481	442332.5338	4416167.723	24	1650
2	2	4.2	0.33	1.7	136.8	948.7650983	221.496899	443105.3596	4416002.305	29	1420
1	2	3.5	0.2	2.3	101.3	858.6467468	340.1364153	442163.1486	4415885.616	30	1230
1	2	2	0.36	1.05	52.9	704.9614314	181.5516356	442828.6605	4414690.229	3	568
1	1	1.5	0.2	0.9	56.9	390.3124837	135.9094192	443548.7136	4415045.153	11	589
1	2	3.5	0.3	6.2	87.9	835.6340853	229.2158801	442483.4157	4416108.598	29	1200
1	2	4.6	0.25	1	63.8	966.6218829	465.2691925	443011.843	4414149.535	23	618
1	1	1	0.4	1	58.8	832.3409354	366.1527584	443043.1808	4414983.447	5	630
2	1	2.5	0.3	1.98	163.9	703.6459661	109.4723689	442837.2162	4415352.657	19	1650
1	2	2	0.3	1.9	60.8	506.5940917	341.7692776	442441.7257	4415480.796	4	698
2	2	2.52	0.35	2.1	96.9	750.2440222	246.2016411	442760.8884	4415540.658	31	1260
1	2	2.52	0.35	2.1	103	796.1800693	372.6339813	443130.3685	4414958.503	26	1199
1	1	1	0.35	0.9	56.8	953.948521	252.8094766	442912.5657	4414374.089	15	599
1	1	1.2	0.3	0.9	53.1	498.1220739	186.6778445	443490.9569	4414708.608	1	560
1	2	1.5	0.2	0.5	86.8	1082.54699	297.7271367	443046.0048	4414320.927	14	900
2	2	3.5	0.2	2.3	125.3	950.9625616	353.3364899	441953.0476	4415943.448	30	1550
2	2	1.3	0.3	1.6	106.8	694.1576997	199.8162515	442760.3376	4415455.087	25	1050
2	1	1.2	0.31	1.76	141	908.4537059	363.6397757	443483.9225	4414137.919	23	980
0	1	1.2	0.2	0.9	17	432.7219382	299.6654284	445840.0236	4415173.681	21	230
1	2	2.52	0.35	1.8	100.9	908.9288736	128.9827114	442992.2681	4415495.849	29	1250
6	3	0.6	0.3	2.6	630	11188.61843	810.1133204	458488.203	4451377.259	35	6100
3	2	1	0.35	8	207.7	6665.541078	748.1025645	450578.7181	4447202.361	33	980
2	2	2.77	0.3	2.7	109	1032.956375	290.0755712	469839.088	4416886.21	33	249
2	2	3.5	0.35	2.8	134.5	572.1071629	74.40387468	455704.0587	4418139.971	37	1680
2	2	3.14	0.3	2.6	128.6	210.1082157	283.3235332	454307.1254	4417390.454	21	770
2	2	3.9	0.36	0.03	238.4	244.4674494	370.2833235	452461.8262	4417191.793	23	2100
2	2	4.9	0.3	6	153	200.7592257	569.1805415	452665.6345	4418028.484	26	1610
2	2	2	0.41	6	112	277.0486663	180.7420975	454563.0186	4417843.734	25	1079
2	2	2.5	0.25	5	334.8	150.7553461	171.7226915	454260.8145	4418378.492	28	2280
1	2	3.3	0.3	3	55	518.1783828	320.9272723	456152.4894	4416499.405	29	270
1	1	1.38	0.3	1.5	61.8	353.9175597	194.6744317	454376.2801	4418093.927	15	435
1	1	1.96	0.3	1.5	50.1	351.1046204	241.3031446	453877.5615	4417362.641	4	375
1	1	1.8	0.35	0.8	53.6	63.50516304	343.6512772	452993.6193	4417945.302	3	410
4	3	1.3	0.1	1.1	445.9	218.858444	274.5051002	450562.375	4423428.906	41	2688
1	2	2	0.3	0.5	51.9	545.0439027	103.6289198	452252.1041	4423361.433	5	310
2	2	3.3	0.34	2.95	187	389.9086295	241.698843	451238.3446	4422975.441	24	1700
2	2	2.9	0.33	2.3	129.9	500.503869	638.8130192	451026.4559	4423826.712	24	1030
1	1	1.3	0.45	0.5	61.6	2091.338256	550.4102038	432158.2792	4406607.553	16	379
3	2	1.5	0.3	5.5	202.5	960.5064979	778.388027	441144.74	4402908.8	40	590
1	3	1.74	0.4	4.98	80.6	498.5420816	427.3188375	441184.4693	4401778.236	11	680
3	1	2.3	0.3	2.2	297	2473.854347	281.0972606	445235.2374	4400180.696	40	1280
4	2	3.75	0.4	1	313	1511.249694	531.8742197	443102.2269	4400391.953	36	1668
1	1	2.43	0.42	2.5	97.1	1560.001986	573.9033073	443453.7222	4396692.183	21	282
1	2	2.9	0.3	0.5	67.5	1260.131183	616.4408651	443704.2421	4396868.996	17	216
1	1	1.43	0.3	1.5	90.8	1495.988822	505.3649079	444153.2672	4396372.657	25	335
1	2	1.43	0.32	0.5	75.8	1814.824219	176.2142231	443671.5131	4396222.747	16	218
1	2	1.4	0.3	0.7	100.9	1963.214756	466.1551237	443510.1037	4395668.637	27	245
2	1	1.3	0.31	0.8	120	903.2272939	75.52522672	442516.0533	4399451.171	26	936
2	1	1.1	0.3	0.5	145	484.7522691	186.6630747	441544.6245	4397878.986	41	940
2	1	3	0.4	0.6	145	1354.030134	450.7016965	443189.4658	4397645.623	41	940
1	2	3	0.3	1.2	66.4	1557.122548	369.3980267	443219.8566	4396829.957	17	242
2	2	1.18	0.4	1.24	162.8	1046.018042	303.1795723	425893.1936	4397408.915	25	235
4	2	1.51	0.4	3.5	591	841.8284957	607.9301393	461842.151	4434719.412	31	1300
1	2	2	0.2	0.6	74.2	139.8001868	135.9073973	440003.6271	4419803.718	6	998
1	1	1.3	0.2	0.5	110.9	52.21154185	371.9679835	440886.4692	4419884.525	20	1320
1	2	2.8	0.45	1.5	75.1	399.2543134	154.7272872	440740.3444	4419838.533	6	870
2	2	2.5	0.3	1.6	210	1097.49145	279.6161987	443885.6674	4422510.029	26	1525
1	1	2	0.25	0.7	62.1	84.4955615	454.1311156	441166.1409	4419790.345	1	690
5	2	0.69	0.63	7.5	661.2	119.9778328	233.5048304	461077.5613	4434937.685	34	3500
1	1	2.3	0.3	1.5	74.5	414.4402555	200.8345149	442020.4306	4419445.609	20	850
1	2	2.5	0.2	1.2	65	523.3485265	192.0181074	449714.1198	4424279.72	14	545
1	1	2	0.3	1.8	92.4	440.6521625	82.39458498	450916.0425	4423038.046	20	630
1	1	1.3	0.1	2.7	76.2	260.1371787	285.5828482	450436.3754	4423827.906	19	670
1	2	3.5	0.2	0.8	103.1	456.8341688	66.2572938	449654.5727	4423840.83	23	930
1	1	3	0.3	1.56	57.1	206.7207025	65.62914136	449327.1239	4423803.689	3	460
1	2	1.2	0.23	0.9	54.4	444.681431	362.3928626	446723.2912	4416287.359	3	780
1	2	2.5	0.35	0.55	61.3	463.6003545	488.6858936	446944.5304	4416333.772	5	720
0	1	1.2	0.2	0.9	18	232.7724661	463.0419989	447125.1317	4416022.369	27	290
1	2	4.43	0.3	5.8	17	539.0952601	460.3051626	446238.2792	4416839.72	39	218
4	2	1.2	0.3	1	850	126.013388	869.1752747	446708.3565	4416826.355	21	15000
0	1	2	0.2	0.9	25	3.935811243	979.1046772	446961.7985	4416862.064	36	320
0	2	2	0.3	2.5	30	305.8241116	859.1143711	446930.9205	4417168.304	34	410
0	1	1.2	0.3	0.45	60	426.1622481	429.8319632	447991.2123	4416369.459	21	998
1	2	0.5	0.2	0.9	18	502.3064467	343.9704789	446730.1369	4415220.025	29	240
1	1	2.5	0.15	0.9	18	226.1117153	500.5104574	447150.8417	4416073.452	29	240
0	2	1.3	0.4	0.75	18	504.6727322	446.6194795	446821.3643	4415081.776	31	245
1	1	0.5	0.2	0.5	18.3	307.2219857	642.8689512	447375.6881	4416301.749	21	220
1	0	1.2	0.2	0.9	26	253.3271766	613.6695769	447644.2084	4416498.604	22	238
1	1	2	0.32	0.7	21	36.67507913	895.1749134	446900.5802	4416792.552	21	310
0	2	1.3	0.3	0.25	17	197.6221007	626.6998828	447324.3518	4416165.708	23	225
2	1	2.5	0.35	0.6	131	317.2176504	281.837926	453406.2899	4426421.902	26	816
2	2	2.33	0.4	2.5	148	727.2630389	145.1060096	453121.0949	4425750.924	26	870
1	1	2.3	0.3	0.5	44.8	698.8716802	109.6940446	455050.0081	4418757.95	7	310
1	2	1.2	0.35	0.55	64.9	160.0035952	278.3677002	454445.3416	4418373.458	16	412
2	2	1	0.35	0.6	171.8	133.9449492	306.6298096	453541.3497	4426292.086	26	950
1	1	2.9	0.3	0.5	56.5	929.2619784	521.8682448	455167.328	4419253.251	4	370
1	1	1.2	0.3	0.5	69.7	433.1474995	124.2235221	454774.5092	4418725.427	12	460
1	2	0.6	0.4	2.28	126.7	6822.722518	844.0022273	477839.4091	4438103.994	26	450
1	2	1.6	0.3	3.98	79.6	5181.936717	2076.360943	472481.8693	4436594.236	33	354
4	2	1.07	0.38	0.55	422.5	5398.810429	225.7698427	471300.7209	4431228.018	38	1700
2	2	1.5	0.3	6.98	141	2832.644405	725.2736855	471115.1614	4438961.064	41	605
1	2	1.05	0.3	1.5	84.3	1544.649901	780.1875016	460208.5466	4437603.701	33	329
1	2	2	0.43	0.53	60	248.9712695	1356.635731	461553.4709	4439773.545	15	243
4	2	0.4	0.51	6.38	455	606.1926214	824.4506145	460588.9151	4435276.944	24	1630
3	2	2	0.3	4.18	143.8	1879.65501	181.6710595	459926.0145	4439597.708	41	749
1	2	1.9	0.3	1	90.3	1197.262816	1929.13319	461469.2749	4437611.455	21	320
2	2	1.2	0.3	1.8	156.4	5354.556968	834.7476481	461109.096	4445042.954	31	550
1	2	1.05	0.4	1.96	88.6	954.6430869	1839.358138	461427.1478	4437373.063	30	425
2	2	1.22	0.35	2.28	141.4	764.1770245	980.5989375	461078.2145	4439996.934	27	616
1	2	2.6	0.3	0.5	78.2	5621.745782	1159.862561	461264.1398	4445328.477	26	240
2	2	1.5	0.3	1.46	106	511.5618408	1296.8896	461398.7049	4440063.757	34	630
4	2	1.8	0.3	4.93	275	1395.687354	811.5730776	460709.7771	4438880.323	42	1250
4	2	0.39	0.59	1.5	200	202.1435957	439.5253466	460828.4904	4434932.632	24	1700
2	2	1.8	0.4	0.98	134.2	754.1478752	843.1398961	461052.3919	4439655.263	20	495
4	2	1.04	0.3	3.58	301.1	2510.163421	769.8230045	459645.9489	4438462.56	27	1400
1	2	1.01	0.3	2.2	81.6	623.2730022	1222.485764	461413.5409	4439261.994	17	375
1	2	2.31	0.3	2.5	93	1943.655884	864.0329204	460189.2567	4438663.892	31	380
3	2	2	0.25	1.5	154.2	795.175499	985.7499011	461170.3884	4439265.518	17	580
1	2	1.8	0.3	1.9	89	1398.448409	813.1754315	460708.574	4438877.413	42	454
2	2	4.5	0.2	0.9	118	1432.626312	709.5725892	460220.6758	4437462.802	35	685
9	2	0.42	0.3	9.98	480	1857.644818	565.6721042	460114.0031	4438970.597	31	5500
3	2	1.7	0.4	0.8	202.6	1545.79675	142.6523509	464713.312	4432334.942	40	1100
3	2	1.12	0.33	6.8	210	2532.264256	896.7449032	459335.5575	4440333.649	37	929
1	2	0.88	0.35	6	184	2496.284725	2022.624874	455844.8525	4442524.38	41	610
2	2	1.75	0.35	2	400	1537.915783	165.5240232	460306.001	4439384.68	40	1500
2	2	2	0.3	1.8	130.5	499.3581304	1100.424587	461302.3373	4439721.383	38	615
2	2	2	0.3	1.1	129.6	2045.860642	1065.588114	460182.2435	4440997.731	28	365
2	2	1.1	0.3	0.72	141	2837.878426	2163.653649	467678.9028	4430494.426	42	599
3	2	0.8	0.35	2.5	220	2282.444288	786.9005581	459650.4916	4438981.45	29	920
1	2	3.5	0.33	4.3	72.9	273.505518	497.4443678	453238.387	4417260.805	10	568
1	2	2	0.3	0.5	72.9	690.2336527	97.05223496	453786.208	4419200.344	10	568
3	2	2.68	0.33	5.3	187	338.4764109	141.315255	445273.1619	4419055.877	41	1380
3	1	0.5	0.2	0.9	187	414.3587895	71.98616236	445701.5087	4418956.703	41	1380
3	2	0.5	0.3	0.9	213.9	580.4914198	139.1150097	445093.7878	4419280.319	30	1900
1	1	2.1	0.3	0.5	39.5	262.7283616	648.5681705	447447.4189	4415305.823	8	470
1	2	1.2	0.38	0.7	71.1	42.00093485	286.9786255	453902.1495	4426123.862	21	685
1	2	3.5	0.3	2	75.5	305.1530069	320.8910035	454165.4835	4425917.585	21	595
2	1	3	0.3	3.45	181.2	486.3011807	256.7463008	453184.6452	4426144.211	27	1250
1	2	1.2	0.35	0.96	103.9	218.9976111	292.738409	453286.8257	4426705.509	27	828
1	2	1.2	0.3	0.5	99.6	329.2533555	234.761992	454255.7685	4425438.818	18	680
1	2	3	0.35	2.3	45.4	709.0226384	574.0050952	454511.7337	4426551.484	4	360
2	2	2.24	0.38	2.2	158	361.451456	289.4625762	454813.0248	4425839.669	22	721
1	3	3.5	0.15	0.6	129.7	591.4403407	450.6251744	454280.2681	4426612.566	27	850
1	2	2.5	0.3	2.25	44.7	615.0411047	513.2439868	454504.7265	4426380.51	25	286
1	1	1.39	0.35	2.28	91.7	2959.653342	1176.12599	432469.7837	4431866.165	24	425
2	1	2.5	0.3	2	148.4	428.4061261	136.6630508	440080.0848	4420851.362	17	1218
1	1	1	0.26	1.64	31.1	459.1039338	427.5445277	440788.6297	4420423.232	6	418
3	1	1.2	0.3	4.7	266	650.5733182	72.56615843	449814.6098	4425999.061	37	2465
1	2	1.4	0.35	1.9	44.7	326.7514849	24.69104899	454567.8369	4413290.704	16	293
1	2	2.99	0.39	2.5	85.8	28.77287678	141.5994867	454149.9945	4413271.974	23	590
8	3	1.64	0.68	2.98	522.4	996.2461762	236.8316399	455220.7376	4412924.167	34	5600
3	2	1.64	0.75	4.98	428.2	518.5418976	191.5488335	453754.914	4412982.253	30	3600
2	2	1.6	0.6	7.98	147.7	653.4578707	403.1492162	454884.0731	4414631.314	33	1720
1	2	5	0.4	5.5	78	449.599575	256.6773683	453725.596	4413287.511	18	280
2	2	1.5	0.31	0.78	135.8	18664.72148	1022.468172	467092.2228	4459973.093	37	550
1	2	2.9	0.37	1	61	18395.46101	1415.897244	469514.7576	4459909.199	36	258
1	2	1.2	0.32	2.56	91.3	22093.35596	104.1423979	468255.6148	4463443.76	25	335
2	2	2.5	0.3	2.68	124.4	23198.56243	72.76683855	468632.0946	4464620.999	37	510
3	2	0.47	0.5	2.5	298	18075.92412	1527.181933	468530.2973	4459429.291	21	725
2	2	2.47	0.3	1.8	132.4	21582.55825	99.99587307	468453.68	4462960.938	34	510
2	2	2.6	0.3	2.53	144.1	21138.34795	332.3045817	467794.5819	4462475.57	34	600
1	1	3	0.4	0.5	80.1	20304.26686	549.0744236	468060.6544	4461649.415	21	225
6	0	0.32	0.3	4.5	2323	26376.71078	1681.462	468132.3477	4467750.767	40	6800
2	2	1.38	0.49	1.68	135.4	19958.65206	234.7119356	468085.6093	4461305.134	29	450
1	1	2.5	0.3	1.12	93.1	22966.23582	56.61864433	468396.347	4464349.98	1	266
1	2	1.2	0.3	0.88	89	21098.89038	656.35536	469145.591	4462579.623	21	248
3	0	1.2	0.3	4.89	316	17922.85379	1029.893754	468057.3827	4459274.513	33	690
4	2	0.4	0.5	3.6	304	18023.15921	1048.550175	472034.675	4459715.328	21	830
1	1	1.9	0.3	1.8	70.5	22482.44957	271.0245463	468613.8763	4463895.929	16	205
2	2	1.3	0.1	0.3	116.1	22637.34034	507.1850075	468897.965	4464094.041	21	368
1	2	1.5	0.3	2	99.1	17521.07997	547.2792078	471924.2639	4459214.139	32	285
1	2	1.3	0.2	0.5	99.8	20133.6466	356.8437824	468269.0209	4461481.436	27	255
1	2	1	0.3	0.2	87.7	22091.30813	255.155839	468787.4192	4463527.796	21	248
